intent,document
일상,마라톤 대회 신청했었는데 생각보다 내 기록이 너무 잘 나왔어.
일상,알겠어. 다음부터는 조심하도록 할게.
일상,우산이 없다.
일상,마라톤에 1등 했어.
일상,결승선을 통과하는 순간 힘든 기억이 싹 사라지는 거야!
일상,그건 아니야.
일상,내일 비가 온다는 걸 너가 알려줬으니깐 내일 나올 때 챙겨가지고 올게. 건강은 괜찮아.
일상,알겠어. 다음에 만날 땐 이 향수 뿌리고 나갈게.
일상,나 축하해 줘. 나 기분 좋은 일 있어.
일상,나 에피타이저 좋아해.
일상,응. 너무 기분 좋았어. 힘들어도 뿌듯함이 많이 큰 거 같아.
일상,엄청 몰려왔어.
일상,그런 거 같진 않고 그냥 바리케이트가 쳐져 있길래 돌아왔어.
일상,내 일은 별일 없고 항상 무난무난 해.
일상,아니. 그런 거 같진 않고. 그냥 바리케이드를 치길래 돌아와버렸어.
일상,한 달 동안 친구들을 못 만났는데 이번 기회에 친구들을 만나 봐야 겠어.
일상,바리케이트를 치는 바람에 근처에도 못 갔어.
일상,신나는 음악을 듣는 거 정말 좋을 것 같아!
일상,그래. 음악 좀 들으면서 편하게 쉬어야겠어.
일상,그것도 좋겠구나.
일상,내일 친구 만나기로 했는데 뭘 먹어야 되지?
일상,돈 주 돈을 받고 하는데 힘들어야지. 안 힘들겠어? 돈 버는 게 힘들지. 안 힘드니?
일상,음식점이 정말 많은 강남역에서 만나기로 했어.
일상,그러니까. 완전 인력 낭비야.
일상,맞아. 한달간 얼마나 고생많았는데.
일상,없고 나 혼자 뛰어.
일상,사람들이 너무 많아서 앞이 잘 보이지 않아서 30분 정도 구경하다 집에 왔어.
일상,그거나 그거나 같은 말이지.
일상,드디어 프로젝트가 끝났어!
일상,강남역 주변에서.
일상,고마워. 피곤했는데 너가 이렇게 얘기해줘서 고마워. 완전 신난다.
일상,그렇진 않아. 나 혼자 뛰어.
일상,내일 집에서 나올 때 우산을 가지고 나올게. 요새 건강은 괜찮아.
일상,알았어. 내일 친구들 만나서 여행 계획도 좀 말해볼게.
일상,네. 제가 가지고 싶었는데 못사던 거였어요.
일상,그래. 듣고 보니 그러네.
일상,이번 마라톤 대회에서 내 기록이 엄청 향상되었어!
일상,제품에는 문제가 없는 것 같아. 상품이 너무 좋아! 마음에 들어.
일상,나도 너 말에 동의해.
일상,내일 친구랑 약속 있는데 어떤 걸 먹어야 될지 고민이야.
일상,"맞아 여행 계획도 세우고 싶다,	"
일상,기분 좋게 신나는 음악을 듣는 것도 좋을 것 같아.
일상,제주도 가야겠다.
일상,내가 지금 생각하고 있는 만화가 있는데 노트북으로 만화를 그릴거야. 너무 기대가 돼!
일상,같이 마라톤 준비하는 모임이 있어.
일상,진짜 좋아.
일상,"신나는 음악 들으면서 스트레스 풀고 싶다, 정말."
일상,그것도 좋은 생각이야!
일상,선수는 아닌데 내가 달리는 운동을 너무나 좋아해서 매번 열리는 마라톤 대회에 나가고 있어.
일상,"와, 내일 친구를 만나는데 뭘 먹어야 될지 모르겠어."
일상,일주일이나 늦었지만 안전하게 배달 되었어. 꼼꼼하게 살펴볼게.
일상,그렇게 푸짐하게 주는 집이면 정말 좋지.
일상,너의 말대로 제품에 문제가 없는지 꼼꼼히 살펴 볼게.
일상,한 명 뽑는 거였는데 운이 좋았어.
일상,크루는 따로 없고 그냥 나 혼자서 한강을 많이 뛰었지.
일상,나 축하해줘. 기분 좋은 일 있다?
일상,그래야지. 친구들이랑 이제 맛있는 음식도 많이 먹고 재미난 것도 많이 하려구.
일상,너무너무 행복하지. 얼마나 기분이 좋은지.
일상,내일 친구 만나는데 뭘 먹어야 될지 정말 고민이야.
일상,당연히 마음에 들지! 정말 비싼 향수야!
일상,맞아. 다음에 같이 가볼래?
일상,뉴스에 나올 정도의 일은 아니었던 거 같긴 해.
일상,그럼! 한달동안 정말 고생 많았거든.
일상,그래주면 정말 고마워. 덕분에 맛있게 먹고 올 수 있을 것 같아.
일상,그것도 괜찮네. 근데 좀 쉬고 싶어.
일상,너무 좋은 생각이다.
일상,아니. 그건 오바고. 그냥 건강 목적인데. 그래도.
일상,아 미안미안 미안. 어. 그냥 몰려있었던 거 같은데?
일상,알겠어. 이제 안 쓸게.
일상,그래. 알겠다. 
일상,응. 좀 힘들었지만 괜찮았어.
일상,너가 추천한 곳이니까 정말 맛있을 것 같아! 친구랑 같이 다녀올게.
일상,근처에도 못 오게 바리케이드를 쳤더라고. 더럽고 치사해서 그냥 왔어.
일상,너무 좋지. 우리는 그곳이 어떤 곳인지 잘 모르니까. 추천해줘.
일상,아니 그렇진 않지 물론. 내 기록보다 좀 많이 갱신이 돼서 기분이 좋았어.
일상,함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 되어주었어.
일상,그렇지만 정말 정말 행복했어.
일상,별건 아니고 이번에 마라톤 대회에서 내 기록이 많이 좋아졌어.
일상,나도 무슨 일인지 궁금해서 보려고 했는데 사람들이 둘러싸여서 무슨 일인지 알 수가 없었어.
일상,바로 로또 사러 간다!
일상,"어, 추천 고마워."
일상,아니. 그냥 일반인.
일상,그래야겠어. 그 동안 쉬지도 못하고 너무 힘들었는데 휴식을 좀 취해야겠어.
일상,누가 음주운전을 한 것 같던데?
일상,그래. 강도라도 들었을까?
일상,노력은 해 볼게.
일상,딱 한 명 뽑았어. 그게 내가 된 거지.
일상,응 없어.
일상,나 마라톤에서 1등했어.
일상,맞아. 근데 이번에 신기록 달성했어.
일상,그럼 내가 언제든지 부르면 도와줄 거야?
일상,진짜로 기분이 너무 좋았어.
일상,신나는 음악 듣는 거 정말 좋아해.
일상,"화재사건이 발생했는데, 그래서 조사하러 왔나봐."
일상,응. 안그래도 오늘 저녁에 친구들이랑 술 한 잔 하기로 했어.
일상,어 그건 아닌 거 같은데 그냥 단순 절도인 거 같애.
일상,맞아. 완전히 끝냈어. 한 달 간 정말 고생 많았거든.
일상,한 달 동안 얼마나 열심히 했는지 쉬지도 않고 일을 했어. 진짜 끝났어.
일상,"알았어 그렇지 않아도 확인해 보려고 생각하고 있었어,"
일상,친구들이랑 약속도 잡을 거고 운동도 다시 시작할거야.
일상,같이 공부하는 동료들은 있어.
일상,신나는 음악 듣고 스트레스를 날려 버리고 싶어.
일상,완전히 다 끝났어! 일 년 동안 진짜 고생했다!
일상,치사하게 바리케이트를 치더라고. 그래서 그냥 돌아왔어.
일상,좋아. 신나는 음악 좀 추천해줘.
일상,일은 없었고 그냥 단순한 사람들 간의 싸움이었던 거 같애.
일상,완전 멀쩡하지. 나 완전 건강해.
일상,다음에 맛있는거 사줄게.
일상,선수들과 어깨를 나란히 했어.
일상,일식 먹고 싶은 기분이네요.
일상,오늘은 날씨가 엄청 좋던데. 내일 비가 온대?  많이 온대? 사무실에 우산은 없어.
일상,어 한 30분 정도?
일상,에이. 그 정도는 아니고. 원래 내 기록보다 더 많이 나와서 기분이 좋아.
일상,친구도 만나야지. 만나서 맛있는 것도 먹고 수다도 떨고.
일상,맞아. 완전히 끝냈지. 얼마나 힘들었는데.
일상,응. 완전히 끝났어.
일상,몰라 사람 둘이 싸우고 있었나봐!
일상,컨디션이 좋아서 오늘은 별로 힘들지 않았어.
일상,신나는 음악? 뭐 있을까? 추천해줄래?
일상,정식으로 운동하는 선수는 아니지만 나름대로 열심히 연습했는데 그만한 보람이 있었던 거 같아.
일상,응. 완전히 끝났어! 나 너무 후련해!
일상,"그동안 열심히 노력했는데, 보상 받는 것 같아서 기분이 좋아."
일상,완전히 마무리 됐어.
일상,보고 싶어? 그래. 나중에 내가 보여줄게.
일상, 딱 한 명 뽑는 거였어. 한 명만.
일상,노트북에 문제가 없는지 여기저기 꼼꼼하게 살펴볼게.
일상,함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 돼줘.
일상,시위를 하는 것 같기도 하고.
일상,아니 내일 비가 온대? 오늘 이렇게 날씨가 맑은데? 사무실에 우산 없어.
일상,그래. 고마워.
일상,이번에 만나면 여행 계획 세우려고.
일상,내일 비 소식이 있어? 오늘 그렇게 덥던데 비가 오려고 그랬나보네. 집에 우산이 있어.
일상,내가 달리는 운동을 너무 좋아해서 매번 열리는 마라톤 대회에 출전하고 있어.
일상,아니. 비가 와서 우산 썼어.
일상,나는 잘 모르겠는데 누가 도둑질 했나봐.
일상,친구들하곤 벌써 약속을 다 잡아놨지.
일상,응. 너한테 향수 뿌려줄게.
일상,그렇잖아도 내일 다 약속 했어. 만나기로.
일상,드디어 구매한 노트북이 오늘 왔어! 
일상,사람들이 너무 많아서 30분 정도 구경하다 집에 왔어.
일상,응. 내가 제일 갖고싶었던 거야.
일상,오 음악 좋은데? 하나 추천해줘봐.
일상,그건 잘 모르겠고.
일상,아직 다 안끝났어.
일상,동영상 편집할려고. 일부러 비싼거 샀어.
일상,그렇잖아도 친구들이랑 약속했어. 만나기로.
일상,고생하시지.
일상,내일 친구를 만나야 하는데 뭘 먹을지 모르겠어.
일상,사람들이 하도 많이 구경을 해서 무슨 일인지 볼 수가 없었어.
일상,좋은 생각이야. 친구들과 약속도 잡을게.
일상,프로젝트 끝났어!
일상,사람들이 너무 많아서 무슨 일인지 볼수가 없었어.
일상,한 달 동안 프로젝트를 하느라고 친구들을 못 만났는데 친구를 만나는 것도 좋을 것 같아.
일상,노트북으로 동영상을 보면서 중국어 공부를 할 거야.
일상,과제 끝났어.
일상,너무 기대가 돼.
일상,딱히 궁금한 건 없었어.
일상,내가 로또 1등 될거같애?
일상,너가 내일 날씨를 알려줬으니까 집에서 나갈 때 우산 가지고 가면 감기에 안 걸릴 거야. 건강은 괜찮아.
일상,거의 선수급으로 잘하지.
일상,아니? 큰 일은 아닌 거 같던데?
일상,응. 갖고 싶던 거라 행복해.
일상,너의 말대로 홀가분한 마음으로 신나는 음악을 듣는 것도 좋을 것 같아.
일상,난 많이 행복했어.
일상,내일 비가 많이 온대? 나 우산 사무실에 없어!
일상,뛸 때는 숨이 차고 너무 힘든데 뛰고 나니 너무 기분이 좋아.
일상,지금 노트북을 여기저기 확인해봤는데 다 괜찮아. 전원도 잘 켜지고 작동도 너무나 잘 돼.
일상,"신나는 음악 듣는 것도 좋고, 어디 여행 가고 싶고 이 것 저 것 다 해보고 싶어."
일상,"아, 그런가? 그럴 수도 있겠다! 왜냐하면 거기 사람들이 엄청 많았거든!"
일상,말해 뭐하냐? 완전 좋지. 짱이지!
일상,딱 다섯 명 주는 거였거든. 대박 아니야?
일상,드디어 구매한 노트북이 오늘 도착했어.
일상,담배피던 청소년을 훈계하고 있었어.
일상,그 정도는 아니고.
일상,그것도 좋은 생각이네.
일상,넌 코로난데 누굴 만나고 싶니?
일상,"에이, 여행이 귀찮아. 그냥 집에서 쉴래. 친구들이나 잠깐 만나고."
일상,나도 그런 건 진짜 이해 안 돼.
일상,만나서 여행 계획 세우기로 했어.
일상,무슨 일이 생긴건지 좀 궁금하더라고.
일상,200만원 짜리야.
일상,그냥 집에서 푹 쉬고싶어.
일상,쌍수는 아니고 그냥 했어.
일상,딱 한 명. 그게 바로 나지.
일상,결승선에 들어서는 순간 힘들었던게 싹 잊혀지더라고.
일상,어. 정말 기분 좋았어.
일상,내가 달리는 운동을 너무 좋아해서 매번 마라톤 대회에 나갈려고 노력하고 있어.
일상,그거 너무 좋은 방법이다. 너무 여행 가고 싶어.
일상,그래. 추천해 줘. 그러면 편한 마음으로 갈 것 같아.
일상,한 명 뽑는 거였는데 내가 운이 너무 좋았어.
일상,맞아. 뛰는 동안 정말 힘들었는데 결승선을 통과하는 순간 싹 잊혀지더라고.
일상,맞아. 그동안에 노력했던 게 다 보상받는 기분이었다니까.
일상,하하하 그러겠다. 나도 나중 나 다음에 너도 한 번 들려줄게.
일상,에? 진짜? 이름이 뭐야?
일상,그럼 같이 운동하고 같이 대회 출전하는 사람들이 있어.
일상,너의 말대로 오랜만에 가족들이랑 여행 좀 다녀와야겠어. 생각 좀 해볼게.
일상,딱 한 명인데 그게 나야. 완전 완전 대박이지?
일상,당연하지. 한 달 동안 얼마나 고생했는데.
일상,그럼 나랑 함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어주었어.
일상,뉴스 찾아보면 나올걸요?
일상,내가 십킬로미터 마라톤 대회에 출전해서 이전에 내 기록을 훨씬 갱신했어.
일상,너의 말대로 여행을 다녀오는 것도 의미가 있을 것 같아.
일상,에이 그정도는 아니지만 그래도 나 진짜 많이 는 것 같아.
일상,평점이랑 리뷰가 좋다고 하니까 너무 기대가 돼. 기대하고 가서 잘 먹고 갔다 올게.
일상,로또도 한번 사볼까?
일상,그러게. 내 생각에는 테러가 난 것 같아.
일상,너가 내일 날씨를 알려줬으니까 집에서 나올 때 우산 가지고 나올게. 건강은 괜찮아.
일상,날씨가 좋아서 잠깐 나갔다 왔지. 내일은 내일 걱정해. 우산은 항상 있으니까.
일상,아니 그건 아닌 것 같아.
일상,애피타이저가 많이 나오면 더 좋지. 그런 집으로 소개시켜줘.
일상,구경하는 사람들이 너무 많아서 왜 몰려 있는지 알 수가 없었어. 
일상,강남역에서 친구를 만나기로 했어.
일상,다 그 맛에 하는 거지. 완전 기분 좋아.
일상,어 이제 집에서 맨날 쉬고 놀거야.
일상,함께 뛰는 크루가 있어서 힘들 때마다 격려해주니까 큰 힘이 돼.
일상,아. 밖에 무슨 일인지는 잘 모르겠더라고.
일상,내일 친구랑 만나기로 했는데 뭘 먹어야 될지 잘 모르겠어.
일상,프로젝트를 진행하느라고 한 달 동안 친구를 못 만났는데 이번 기회에 만나 봐야 겠어.
일상,한 10분 정도 했었지!
일상,어 나도 뭐때문에 사고난 지는 모르겠고 많이 다쳤나봐. 그래서 걱정되긴 하더라.
일상,알겠어. 여행 계획도 세워봐야겠다.
일상,너무너무 마음에 들어.
일상,노트북으로 할 거 많지. 영화랑 음악 다운받을 거야. 그리고 프로젝트도 해야 돼.
일상,선물은 너무 마음에 든다.
